company,url,title,content
KBS,https://n.news.naver.com/mnews/article/056/0011847224?sid=100,한 총리 “토지 규제 147건 개선…17조 이상 경제 효과 기대”,"




한덕수 국무총리가 “낡고 비합리적인 토지 규제 147건을 발굴해 전면적인 개선 방안을 마련했다”고 밝혔습니다.  한 총리는 오늘(28일) 오후 대전 대덕연구개발특구 내 한국전자통신연구원(ETRI)에서 ‘7차 규제혁신전략회의’를 주재하고 “토지 규제로 제한된 국토를 효율적으로 활용하지 못하는 상황”이라며 이 같이 말했습니다.  한 총리는 기존 토지 규제에 대해 “많은 기업에 투자 장애물로 작용하고 있으며 국민들은 본인 소유의 토지임에도 활용에 제약이 많은 상황”이라고 설명했습니다.  그러면서 “지금 회의하는 대덕연구개발특구도 이번 개선을 통해 600개 이상의 기업과 연구시설이 추가로 확충될 수 있게 된다”며 “첨단산업특화단지 용적률 완화로 반도체 등 첨단 기업의 공장 증축이 가능해질 것”이라고 말했습니다.  한 총리는 이어 “상수원보호구역에 있는 공공 건축물에서도 음식점 설치가 가능하게 돼 지역 관광 활성화가 기대된다”며 “개발제한구역 내에 전기차 충전소를 설치할 경우 부과되는 보전부담금을 전면 면제해 주민의 불편을 해소하고 전기차 산업 육성을 지원하는 등 눈에 보이는 변화가 이뤄질 것”이라고 강조했습니다.  한 총리는 이 같은 규제 개선으로 “경제적으로 17조7천억 원에 달하는 투자 유발과 부담 경감 효과가 기대된다”고 덧붙였습니다.[사진 출처 : 연합뉴스]■ 제보하기▷ 전화 : 02-781-1234, 4444▷ 이메일 : kbs1234@kbs.co.kr▷ 카카오톡 : 'KBS제보' 검색, 채널 추가▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!
"
파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005274425?sid=101,"""한일 공동 정책과제 발굴하자"" 무협-日경제동우회 회동","
조현준 한일교류특별위원회 위원장(효성그룹 회장) 



조현준 한일교류특별위원회 위원장(효성그룹 회장·오른쪽)과 다마쓰카 겐이치 일본 경제동우회 한국위원회 위원장(일본 롯데홀딩스 대표이사)이 28일 서울 삼성동 트레이드타워에서 열린 제2차 한일 경제 라운드테이블에서 대화를 하고 있다. 무협 제공[파이낸셜뉴스] 한일 양국 기업인들이 내년 한일국교정상화 60주년을 앞두고 양국 정부에 대한 정책건의사항을 공동 발굴하기로 했다.   한국무역협회는 28일 삼성동 트레이드타워에서 일본의 3대 경제단체 중 한 곳인 일본경제동우회와 공동으로 '제2차 한일 경제 라운드테이블'을 개최했다. 이날 회의에는 조현준 한일교류특별위원회 위원장(효성그룹 회장), 김고현 한국무역협회 전무를 비롯한 한국 측 위원 12명과 다마쓰카 겐이치 일본 경제동우회 한국위원회 위원장(일본 롯데홀딩스 대표이사)을 포함한 소속 위원 14명이 등 총 30여 명이 참석했다.    



조현준 한일교류특별위원회 위원장(효성그룹 회장)이 28일 서울 삼성동 트레이드타워에서 열린 제2차 한일 경제 라운드테이블에서 발언을 하고 있다. 무협 제공 조현준 위원장은 ""지난해 12년 만에 한일 셔틀외교가 재개되고, 수출규제 현안도 4년 만에 해소되며 양국 관계가 빠르게 복원되고 있다""면서 ""내년 한일 국교 정상화 60주년을 맞아 양국 간 경제협력이 새로운 전환점을 맞이할 것""이라고 밝혔다. 조 위원장은 ""스타트업, 인구감소 및 고령화 대응, 그린에너지 전환, 인공지능(AI) 포함 첨단기술 등을 중심으로 한일 협력 분야가 이어지도록 하겠다""고 말했다. 다마쓰카 겐이치 일본 경제동우회 한국위원회 위원장은 ""국제 정세와 경제적 불확실성이 커지고 있다""며 ""이번에 논의된 협력 방안이 이후 양국 경제단체 공동 제안으로 이어질 수 있기를 바란다""고 말했다.   무협과 일본경제동우회는 양국 경제인 간 민간교류를 강화하기 '한일 경제 라운드테이블'이란 공식 협력 채널을 구축했다. 지난 5월 도쿄에서 제1차 회의에 이어 이번에 2차 회의를 서울에서 개최했다. 양측은 한일 국교 정상화 60주년인 내년 '제3차 한일 경제 라운드테이블'를 도쿄에서 개최한다. 3차 회의에서는 양국 간 민간협력 활성화를 위한 정책제안 및 성공사례를 발굴해 양국 정부에 전달한다는 계획이다.   
"
SBS,https://n.news.naver.com/mnews/article/055/0001210460?sid=102,"'100억대 배임' 홍원식 전 남양유업 회장 구속…""증거인멸 우려""","




▲ '100억대 배임 혐의' 홍원식 전 남양유업 회장 영장심사

100억원대 배임 등의 혐의를 받는 홍원식 전 남양유업 회장이 구속됐습니다.

서울중앙지법은 홍 전 회장이 증거를 인멸할 우려가 있다며 특정경제범죄 가중처벌법상 배임 혐의로 구속영장을 발부했습니다.

홍 전 회장과 함께 구속영장이 청구된 박모 전 남양유업 연구소장도 같은 이유로 구속됐습니다.

홍 전 회장은 상장법인인 남양유업을 운영하면서 친인척이 운영하는 업체를 거래 중간에 불필요하게 끼워 넣어 회사에 100억원대 손해를 끼친 혐의를 받습니다.

납품업체들로부터 거래 대가로 수십억 원을 수수하고, 법인카드를 사적으로 이용하거나 납품업체 대표를 회사 감사로 임명한 뒤 급여를 되돌려 받은 혐의도 있습니다.

검찰은 홍 전 회장이 납품업체 공급단가를 20% 높여 리베이트를 받은 정황을 포착하는 등 홍 전 회장의 횡령과 배임수재 혐의액을 각각 수십억 원 수준으로 파악한 것으로 전해졌습니다.

검찰은 홍 전 회장이 '불가리스' 유제품에 코로나19 예방 효과가 있다고 허위 광고하는 데도 가담했다고 보고 관련 혐의를 영장에 적시했습니다.

(사진=연합뉴스)
		"
뉴스1,https://n.news.naver.com/mnews/article/421/0007935212?sid=102,"'100억대 배임' 홍원식 전 남양유업 회장 구속…""증거 인멸 우려""","
영장심사 출석…법인카드 유용·허위 광고 관여 등 질문에 '침묵'



횡령·배임 혐의를 받는 홍원식 전 남양유업 회장이 28일 오전 서울 서초구 서울중앙지법에서 열린 구속 전 피의자 심문(영장실질심사)에 출석하고 있다. 홍 전 회장은 남양유업을 운영하면서 납품업체들로부터 거래 대가로 수십억 원을 수수하고, 인척이 운영하는 업체를 거래 중간에 불필요하게 끼워 넣어 회사에 100억 원대 손해를 끼친 혐의를 받는다. 2024.11.28/뉴스1 ⓒ News1 신웅수 기자(서울=뉴스1) 이세현 황두현 김기성 기자 = 100억 원대 횡령·배임 혐의를 받는 홍원식 전 남양유업 회장에 대한 구속영장이 발부됐다.서울중앙지법 남천규 영장전담 부장판사는 28일 오전 특정경제범죄 가중처벌법상 횡령·배임 등 혐의를 받는 홍 전 회장의 구속 전 피의자 심문(영장실질심사)을 진행한 뒤 이날 밤 11시 53분쯤 구속영장을 발부했다.남 부장판사는 ""증거를 인멸할 염려가 있다""고 발부 이유를 밝혔다.남 부장판사는 납품업체로부터 거래 대가로 수십억 원을 수수한 혐의(배임수재)를 받는 남양유업 전 연구소장 박 모 씨에 대해서도 같은 이유로 구속 영장을 발부했다.홍 전 회장은 남양유업을 운영하면서 납품업체들로부터 거래 대가로 수십억 원을 수수하고, 인척이 운영하는 업체를 거래 중간에 불필요하게 끼워 넣어 회사에 100억 원대 손해를 끼친 혐의를 받는다.또 납품업체 대표를 회사 감사로 임명해 급여를 되돌려 받거나 법인카드를 사적으로 이용한 혐의도 있다.홍 전 회장은 신종 코로나바이러스 감염증(코로나19) 사태 당시 남양유업의 '불가리스' 제품이 코로나19 억제 효과가 있다고 광고하는 데 관여하고 수사가 시작되자 증거 인멸을 교사한 혐의도 받는다.이날 오전 10시 16분께 법원에 출석한 홍 전 회장은 '법인카드를 사적으로 유용한 혐의를 인정하느냐', '거래 중간에 친인척 업체 끼워 넣은 게 맞느냐', '불가리스 허위 광고 주도 의혹에 대한 입장은 없느냐' 등 취재진의 쏟아진 질문에 답하지 않고 곧장 법정으로 들어갔다.오전 9시 42분께 법원에 도착한 박 씨는 혐의 인정 여부, 금품 수수 규모 등 입장을 묻는 말에 별다른 대답을 하지 않았다.이들에 대한 수사는 지난 8월 남양유업이 홍 전 회장과 전직 임직원 3명을 200억 원대 횡령, 배임수재 등 혐의로 고소하면서 시작됐다.서울중앙지검 공정거래조사부(부장검사 김용식)는 지난달 7일 홍 전 회장 주거지와 회사 사무실 등 10여 곳을 압수수색했다. 이후 이달 18, 21일 두 차례 홍 전 회장을 피의자 신분으로 불러 조사했다.
		"
이데일리,https://n.news.naver.com/mnews/article/018/0005895861?sid=102,저출생 머리 맞댄 한·일·중…경제·종교계 우수사례 공유,"
2024년 제2차 한·일·중 인구포럼 개최일·가정 양립 문화 발표…인식 변화 소개도""정부 각계각층과 범사회적 노력 지속 추진""[이데일리 이지은 기자] 저출생 문제가 공통 과제인 동아시아 3국이 정책 개선 방안을 찾기 위해 머리를 맞댔다.



2024년 제2차 한·일·중 인구포럼. (자료=보건복지부 제공)보건복지부와 한국보건복지인재원은 29일 중구 노보텔 앰배서더 서울 동대문 그랜드볼룸에서 ‘2024년 제2차 한·일·중 인구포럼’을 개최했다고 밝혔다.‘저출생 관련 사회인식 변화를 위한 주요 사례 및 정책방향 모색’을 주제로 열린 이번 포럼에서는 저출생 추세 반전을 위해 사회적 인식 변화와 문화 조성 등에 기여한 3국 각계각층의 주요 사례를 살펴보고, 정책적 개선 방향에 대해 논의했다. 경제계 일·가정 양립 문화 조성 사례에 대해서는 가족친화우수기업으로 선정된 남경엔지니어링의 윤태열 대표와 일터혁신 우수 인증 기업 테크빌 교육의 박기현 에듀테크부문 대표가 발표했다. 일본에서는 일하는 방식 개혁으로 주목받고 있는 이토추 상사의 고바야시 후미히코 부사장, 중국에선 추이링 장 선임연구원이 인구 및 개발 연구센터(CPDRC) 발표자로 나섰다.한국교계 내 저출생 인식 변화 교육을 진행하고 있는 윤대용 한국교회총연합 과장, 만남템플스테이인 ‘나는 절로’프로그램을 진행하고 있는 최현 대한불교조계종 사회복지재단의 팀장은 종교계 인식 변화 사례를 소개했다. 또 각 지역에서 아빠 육아 문화를 조성하고 있는 100인의 아빠단 사례도 공개됐다.이후 이인실 한반도미래인구연구원 원장을 좌장으로 한국과 일본, 중국의 전문가가 함께 가족 친화 문화 조성 및 사회적 인식 변화를 위한 정책적 개선 방향과 민간의 역할 등에 대해 종합토론을 진행했다. 은성호 복지부 인구사회서비스정책실장은 “정부는 한국과 일본, 중국의 우수사례를 참고하여 각계각층과 함께 긍정적 결혼·육아 인식 확산과 일·가정 양립 문화 조성을 위해 범사회적 노력을 지속적으로 추진할 것” 이라고 밝혔다.
"
뉴스1,https://n.news.naver.com/mnews/article/421/0007935921?sid=100,발언하는 최상목 경제부총리,"




(서울=뉴스1) 이광호 기자 = 최상목 경제부총리겸 기획재정부장관이 29일 오전 서울 여의도 국회에서 열린 예산결산특별위원회 전체회의에 출석해 발언하고 있다, 2024.11.29/뉴스1
		"
아이뉴스24,https://n.news.naver.com/mnews/article/031/0000889167?sid=101,민주당-경제계 상법개정안 간담회에서 한경협만 쏙 빼,"
한경협이 전경련 후신이라는 이유로 민주당이 패싱한 듯한경협 ""대기업이 주로 해당되는 주제인데 이럴 수 있나?""대한상공회의소 주최로 29일 열린 '더불어민주당 주식시장 활성화 테스크포스(TF)-경제계 간담회""에 경제단체 가운데에서 한국경제인협회(한경협)만 빠진 것으로 나타났다.이날 간담회의 주제는 상법개정안이었다.



더불어민주당 주식시장 활성화 TF-경제계 간담회: 박일준 대한상의 상근부회장(왼쪽)과 진성준 정책위의장(가운데), 오기형 의원(오른쪽)이 간담회장으로 이동하고 있다. [사진=대한상공회의소]이 자리에는 민주당 진성준 정책위의장, 이정문 정책위 수석부의장, 오기형 주식시장 활성화 TF 단장, 김남근 TF 간사 등 11명이 참석했다.주요 경제 8단체에선 한경협을 제외한 7개 단체가 참석했다. 박일준 대한상의 상근부회장, 이동근 한국경영자총협회 상근부회장, 이호준 한국중견기업연합회 상근부회장, 정우용 한국상장회사협의회 정책부회장, 박성환 한국무역협회 본부장, 강형덕 중소기업중앙회 본부장, 김준만 코스닥협회 본부장 등 7명이 자리한 것이다.한경협 관계자는 ""행사 직전까지도 초청 얘기가 전혀 없었다""며 ""상법 개정안은 대기업들이 주로 해당되는 주제인데 이럴 수 있는지 모르겠다""고 하소연했다.지난 21일 삼성, 현대자동차, SK, LG 등 주요 대기업 16곳 사장단과 공동성명을 발표하는 등 상법개정안에 대해 가장 적극적으로 목소리를 냈던 한경협이 제외된 걸 두고 재계에선 ""이해하기 어렵다""는 반응도 나왔다.일각에선 민주당에서 한경협이 전국경제인연합회(전경련)의 후신이라는 이유로 의도적으로 '패싱'했다는 분석이 제기됐다. 전경련이 박근혜 정부 시절 국정농단과 정경유착에 깊이 관여된 바 있기 때문이다.재계 관계자는 ""민주당 일부 인사들이 한경협에 대해 적폐 청산의 대상이니 초대해선 안 된다고 대놓고 말했다고 한다""며 ""경제가 이렇게 어려운데 재계마저 갈라치기해서 남는 게 무엇인지 의문""이라고 말했다.민주당은 지난 14일 상법개정을 당론으로 정하고 이번 정기 국회에서 처리하겠다는 방침이다. 상법개정안은 △이사 충실의무 대상을 회사에서 회사·주주로 확대 △대규모 상장사 감사위원 2명 이상 분리 선출 △집중투표제 △전자 주주총회 개최 등을 골자로 한다.



더불어민주당 주식시장 활성화 TF-경제계 간담회: 박일준 대한상의 상근부회장(왼쪽 여섯번째)과 진성준 정책위의장(왼쪽 일곱번째), 오기형 의원(왼쪽 여덟번째)이 참석자들과 기념촬영을하고 있다. [사진=대한상공회의소]재계에선 이사 충실의무 대상을 회사에서 회사·주주로 확대하면 소송이 급증하고, 집중투표제 도입시 이사회를 해외 자본이 장악할 우려가 크다는 입장이다.반면 민주당은 ""기업지배구조를 개선하고 이사회 독립성과 견제 감시기능을 강화해 일반 주주들과 소액주주들의 권리를 보장해야 한다""며 LG화학-에너지솔루션 물적분할·두산밥캣 분리 사례를 들고 있다.
"
이데일리,https://n.news.naver.com/mnews/article/018/0005895795?sid=100,"[포토] 더불어민주당-경제계, '주식시장 활성화' 간담회","




[이데일리 김태형 기자] 더불어민주당 진성준 정책위의장과 의원들이 29일 서울 중구 대한상공회의소에서 열린 ‘주식시장 활성화 테스크포스-경제계’ 간담회에서 박일준 대한상의 부회장 및 경제계 인사들과 기념촬영을 하고 있다.
"
경기일보,https://n.news.naver.com/mnews/article/666/0000058160?sid=101,"코웨이, 환경가전 절대강자 입증...브랜드 3관왕 [한양경제]","
'아이콘 시리즈,' 정수기의 새 패러다임 제시비데, 위생 혁신성 선도로 차별화공기청정기, ‘디자인과 성능’ 모두 잡아 이 기사는 종합경체매체  한양경제  기사입니다  



왼쪽부터 코웨이 ‘아이콘 얼음정수기’, ‘노블 공기청정기2’, ‘룰루 더블케어 비데’. 코웨이  코웨이가 브랜드가치 평가기관 브랜드스탁이 발표한 ‘2024 대한민국 하이스트 브랜드’ 조사에서 정수기, 공기청정기, 비데 부문 1위를 차지하며 환경가전 분야의 리더십을 다시 한번 증명했다. 정수기는 18년 연속, 공기청정기와 비데는 각각 8년 연속 1위를 기록하며 지속적인 혁신과 차별화된 기술력을 기반으로 독보적인 경쟁력을 입증했다.   정수기 부문에서 주목받은 제품은 코웨이의 대표 라인업인 ‘아이콘 시리즈’다. 누적 판매 100만 대를 돌파한 이 시리즈는 공간 활용성을 극대화한 초소형 디자인과 다양한 컬러 옵션으로 소비자들의 호응을 얻었다. 특히, 100℃ 초고온수를 제공하는 기능은 요리나 음료 준비 시 편리함을 더했고, 손쉽게 분리 가능한 파우셋과 자동 UV 살균 기술은 위생 관리 면에서도 높은 평가를 받았다. ‘아이콘 얼음정수기’는 얼음 트레이와 저장고까지 살균이 가능한 4중 UV 기술을 통해 사용자의 신뢰를 더욱 강화했다.   공기청정기 부문에서는 세련된 디자인과 강력한 성능을 겸비한 ‘노블 공기청정기2’가 주목을 받았다. 직선 구조의 고급스러운 디자인과 특허받은 4D 입체청정 필터 시스템을 적용한 이 제품은 초미세먼지와 유해가스를 효과적으로 제거하며 기능과 미학을 모두 잡은 혁신적 제품으로 인정받았다.   비데 부문에서는 ‘룰루 더블케어 비데’가 차별화된 기술로 소비자들의 신뢰를 얻었다. 전기분해 살균수와 버블 세척 기술을 통해 노즐과 도기 내부까지 철저히 관리하며, 민감한 위생 문제를 혁신적으로 해결했다는 평가를 받았다.   코웨이 관계자는 “고객의 기대를 뛰어넘는 제품과 서비스를 제공하려는 노력이 이번 성과로 이어졌다”며 “앞으로도 고객의 삶의 질을 높이는 혁신적 환경가전을 지속적으로 선보이며 업계 리더로서의 위상을 공고히 하겠다”고 밝혔다.   이번 3관왕 수상은 단순한 기록을 넘어 코웨이가 환경가전의 미래를 이끄는 브랜드로 자리 잡았음을 보여준다. 기술력과 디자인, 위생 관리의 조화를 통해 코웨이는 국내외 시장에서 새로운 기준을 제시하며 꾸준히 성장하고 있다.
		"
조선비즈,https://n.news.naver.com/mnews/article/366/0001036102?sid=101,‘깜짝 인하’에도 잠잠한 외환·주식시장… “韓경제 성장 경고음 커졌다”,"
환율 내리고 주식 하락세 전환… “인하 효과 묻혔다”기업 실적부진·금리인하 겹쳐 경기부진 우려 커져日 인상 기대·유럽 인하 속도조절 대외여건도 영향 “내년 상반기 금리 2.5% 밑으로 내리고 적극재정 해야”        한국은행이 올해 마지막 금융통화위원회에서 경기 하강을 막기 위해 기준금리의 ‘깜짝 인하’에 나섰지만, 금융시장의 반응이 차갑다. 3년물 국고채 금리는 0.1%포인트 이상 내리면서 즉각적으로 반응했지만 외환시장과 주식시장에서는 변동 폭이 크지 않았다. 오히려 원화는 소폭 강세를 보였고, 주식시장은 하락세로 돌아섰다.전문가들은 시장에서 금리 인하를 통한 한은의 내수 부양 의지보다도 경기 둔화 가능성이 확대된 점에 더 초점을 맞췄다고 보고 있다. 트럼프발(發) 재정정책 리스크가 확대되고 삼성전자 등 주요 기업들의 실적이 예상치를 하회하면서 성장 경고음이 커진 가운데 한은마저 금리 인하의 근거로 성장 둔화를 제시하면서 쐐기를 박았다는 평가다. 국채금리만 ‘금리 인하’ 연동… 환율·증시는 공식 ‘역행’        29일 서울외국환중개에 따르면 한은이 금리를 내린 지난 28일 원·달러 환율 종가(오후 3시 30분 기준)는 전날보다 1.4원 내린 1395.6원을 기록했다. 1391원에 개장한 환율은 금통위가 금리를 연 3.25%에서 3.0%로 내린 직후 1396.3원까지 치솟았지만, 이내 하락하면서 1395원 선에서 마감했다. 일각에서는 금리 인하로 환율이 1400원을 넘어설 것이라는 주장이 나왔으나 오히려 원화가 강세를 보인 것이다.



지난 28일 오후 서울 중구 하나은행 본점 딜링룸 스크린에 원·달러 환율과 코스피가 표시돼 있다. /연합뉴스        주식시장 반응도 신통치 않다. 통상 금리가 인하되면 내수 부양에 대한 기대감이 형성돼 주가지수가 오르는 경향을 보인다. 하지만 기준금리 인하 결정 당일 코스피와 코스닥지수는 모두 소폭 오르는 데 그쳤고, 다음날은 오히려 ‘하락세’로 돌아섰다. 코스피지수는 이날 전장보다 1.95% 하락해 2455선에서 마감했고, 코스닥지수는 2% 넘게 떨어져 680선이 무너졌다.기준금리에 민감한 국채금리만 금리 인하에 연동해 떨어졌다. 서울 채권시장에서 28일 3년 만기 국고채 금리는 전 거래일보다 10.3bp(1bp=0.01%포인트) 내린 연 2.638%를 기록했다. 2022년 3월 말 이래 최저치를 기록했다. 5년물과 10년물 금리도 각각 9.7bp, 9.2bp 내린 연 2.686%, 연 2.788%로 마감했다.시장의 움직임에 대한 해석은 분분하다. 일단 대외 요인의 악재들에 기준금리 인하의 긍정적 효과가 묻혔다는 평가가 나온다.이경민 대신증권 연구원은 “트럼프 2기 행정부가 키운 반도체 불확실성에 더해, 장 초반부터 일본 소비자 물가지수(CPI)가 예상보다 높게 나오면서 일본의 다음 달 기준금리 인상설을 키웠다”며 “이는 엔 캐리 트레이드(저리로 엔화를 빌려 고가치 자산에 투자) 청산에 대한 걱정을 유발했는데, 이런 것들이 맞물리면서 증시 폭락으로 이어졌다”고 했다.유럽중앙은행(ECB)의 ‘빅컷’(기준금리 0.5%포인트 인하) 가능성이 작아진 것도 영향을 줬다. ECB에서 공개시장운영과 조사·통계 업무를 책임지는 ‘실세’로 꼽히는 이자벨 슈나벨 집행이사는 최근 한 인터뷰에서 50bp 인하에 반대한다는 입장을 내비쳤다. 박상현 iM증권 연구원은 “유럽의 빅컷 가능성이 줄어들면서 유로화가 강세를 보였고 달러는 상대적으로 약세를 보였다”면서 “국내 금리보다도 달러 흐름이 원화 환율에 더 절대적인 영향을 준 것으로 보인다”고 했다.무엇보다도 이번 금리 인하 결정이 ‘경기 부진’을 재확인했다는 점이, 미래에 대한 기대감보단 실망감으로 작용했다는 분석이다. 이날 발간된 골드만삭스 보고서도 이런 심리에 쐐기를 박았다. 골드만삭스는 내년 한국 증시에 대한 투자 의견을 기존 ‘비중 확대’에서 ‘중립’으로 하향 조정했다. 그러면서 “한국의 내년 거시 경제는 달러 강세와 관세의 불확실성으로 더욱 어려워질 것”이라며 “한국의 수출과 산업 생산의 성장 속도가 줄어들면서 경제 성장률 둔화가 전망된다”고 그 이유를 밝혔다.이경민 연구원은 “(기준금리 인하 결정이) 긍정적인 변화는 맞지만, 그렇다고 해서 한국의 자생력이 강해진 것은 아니다”라며 “(인하가) ‘없는 것보단 낫다’ 정도로 평가할 수 있겠다”고 말했다. 천소라 인하대 경제학과 교수는 “삼성전자의 실적 부진 등 워낙 한국 자체의 경기가 안 좋기 때문에, 단순히 금리 인하 효과가 즉각 반영되기는 어려워 보인다”며 “다만 증시 움직임은 일별 변동성이 크기 때문에 추세적으로 좀 더 지켜볼 필요가 있다”고 했다. “떨어진 국채금리로 정부재정 여력 확보… 재정도 역할 해야”        시장에선 단기간에 가계의 소비 여력 개선 등 기준금리 인하 효과를 보긴 쉽지 않을 것이라고 입을 모은다. 공동락 대신증권 연구원은 “기준금리를 인하해도 그보다 가산금리에 큰 변화를 주면 가계대출 금리는 내려가지 않을 수 있다”며 “그것이 가계 거시건전성에 대응하기 위한 금융당국과 금융기관들의 미시적 대응”이라고 했다.백윤민 교보증권 연구원은 “대외적 요인뿐 아니라, 국내 고용시장을 봐도 핵심 연령층의 고용 상황이 별로 좋지 않아서, 단기간 금리 인하로 인해 소비 여력이 크게 개선되거나 하긴 어려울 것 같다”고 했다.다만 시차를 두고 통화정책의 효과가 발휘되는 만큼 섣불리 인하 효과 유무를 단정 지을 수 없다는 시각도 덧붙여졌다. 공동락 대신증권 연구원은 “통화정책의 효과는 짧게는 3~6개월, 길게는 2년까지도 시차를 두고 반영되는 경향이 있다”며 “벌써 연속 인하까지 했고 내년에도 이런 흐름을 이어간다면, 대략 내년도 상반기쯤에는 효과가 나타나지 않을까 생각한다”고 말했다.



이창용 한국은행 총재가 지난 28일 서울 중구 한국은행에서 열린 통화정책방향 기자간담회에서 발언하고 있다. /연합뉴스        전문가들은 ‘경기 부양’이라는 목적을 달성하기 위해선 앞으로 가파른 통화 완화 정책을 취하되, 재정 정책도 이와 일관된 운용이 필요하다고 제언한다. 백윤민 연구원은 “내년 상반기 중 중립금리(연 2.5%로 추정) 아래로 금리를 내려야 경기 부양 효과가 나타나지 않을까 생각한다”며 “다만 현재 국내 경제가 금리 인하만 가지고 확 좋아질 수 있는 상황은 아니다”라고 했다.이에 재정 정책도 일방향으로 통화 정책을 뒷받침하는 역할을 해줘야 한다는 의견도 나온다. 안예하 키움증권 연구원은 “부동산 등 자산이 아닌 실물 경기로 돈이 풀리려면 재정을 활용해야 한다”며 “그럼 내년 추가경정예산(추경) 편성도 고려해야 하는 상황이 될 수 있다고 생각한다”고 했다.이런 과정에서 한은의 기준금리 인하로 떨어진 국채 금리가 정부의 재정 운용 여력을 키워주고 있다는 분석도 나왔다. 공동락 연구원은 “국채 금리가 떨어지면 정부가 자금을 조달하는 과정에서 비용 부담이 줄어들 테니, 경기 부양을 더 많이 할 수 있다”며 “국채도 좀 더 여유롭게 발행할 수 있으니, 재정 정책을 적극적으로 구사할 수 있는 여지가 생기긴 할 것”이라고 말했다.그러나 통화·재정 정책은 어디까지나 단기 처방일뿐, 근본적으로는 ‘구조 개혁’이 가장 중요한 과제로 꼽힌다. 천소라 교수는 “현재의 거시 경제 상황이 통화·재정을 다 풀어서 고성장할 수 있는 과거와 같은 상황이 아니다”라며 “생산이나 인구 구조적 측면에서 우리 경제의 기초체력이 떨어지는 것이 근본적 문제”라고 했다. 그러면서 “다만 통화·재정 정책들이 그 떨어지는 속도를 완화하는 역할을 해줄 수는 있으니, 부작용을 점검하면서 신중하게 구사할 필요가 있다”고 말했다.
"
디지털타임스,https://n.news.naver.com/mnews/article/029/0002919071?sid=102,"`100억대 배임` 홍원식 전 남양유업 회장 구속…""폰 버려라"" 지시도","




홍원식 전 남양유업 회장이 28일 특정경제범죄 가중처벌법상 배임 등 혐의로 영장실질심사를 받기 위해 서울 서초구 서울중앙지법에 출석하고 있다.   [연합뉴스]    100억원대 배임과 허위 광고 등 혐의로 홍원식 전 남양유업 회장이 28일 구속됐다.서울중앙지법 남천규 영장전담 부장판사는 이날 특정경제범죄 가중처벌법상 배임 혐의로 구속영장이 청구된 홍 전 회장에 대해 ""증거를 인멸할 염려가 있다""며 영장을 발부했다.홍 전 회장은 상장법인인 남양유업을 운영하면서 친인척이 운영하는 업체를 거래 중간에 불필요하게 끼워 넣어 회사에 100억원대 손해를 끼친 혐의를 받는다.납품업체들로부터 거래 대가로 수십억 원을 수수하고, 법인카드를 사적으로 이용하거나 납품업체 대표를 회사 감사로 임명한 뒤 급여를 되돌려 받은 혐의도 있다.또 홍 전 회장과 함께 배임수재 혐의로 영장이 청구된 박모 전 남양유업 연구소장 역시 증거 인멸 우려를 이유로 구속영장이 발부됐다.검찰은 홍 전 회장이 납품업체 공급단가를 20% 높여 리베이트를 받은 정황을 포착하는 등 홍 전 회장의 횡령과 배임수재 혐의액을 각각 수십억 원 수준으로 파악한 것으로 전해졌다. 검찰은 홍 전 회장이 '불가리스' 유제품에 코로나19 예방 효과가 있다고 허위 광고하는 데도 가담했다고 보고 관련 혐의를 영장에 적시했다.검찰은 홍 전 회장이 코로나19 예방 효과를 사내 발표회가 아닌 기자 초청 심포지엄에서 홍보하라고 지시한 것으로 보고 있다.검찰은 홍 전 회장이 불가리스 논란이 불거지자 이런 지시가 담긴 휴대전화 2∼3대를 한강에 버리라고 지시했다는 실무진 진술을 확보해 증거인멸 교사 혐의도 적용한 것으로 전해졌다.검찰은 홍 전 회장이 동생의 광고회사에 돈을 빼돌린 혐의, 사촌 동생을 납품업체에 위장 취업시켜 허위 급여를 타낸 혐의 등도 영장 청구서에 적시했다.박 전 소장은 연구소장 재직 당시 차명 법인을 만들어 납품업체로부터 거래 대가로 약 50억원을 받은 혐의를 받는다.
"
